Date,EEM,GLD,IWM,LQD,QQQ,SPY,TLT,VNQ,EEM_vol20,GLD_vol20,IWM_vol20,LQD_vol20,QQQ_vol20,SPY_vol20,TLT_vol20,VNQ_vol20,EEM_mom50,GLD_mom50,IWM_mom50,LQD_mom50,QQQ_mom50,SPY_mom50,TLT_mom50,VNQ_mom50,market_price,market_return,ma50,ma200,drawdown,regime
2005-10-17,0.010973783256800417,0.009781049621695053,0.0017464759031617474,0.0013910101708480348,0.003148265974818859,0.003700542996261443,-0.00022250591166089232,0.0057790461482325455,0.015854943392747692,0.008896510071873344,0.011558070461591638,0.0022748770029476797,0.0076256754548285535,0.006478813874072372,0.004974123088212985,0.012478113496584871,0.01808769254967557,0.0839449535665584,-0.04179549614378375,-0.01006310217685591,-0.0329275797393741,-0.026554362625015426,-0.00848984223376692,-0.03337319983738063,43.27137207984924,0.0038549127619098666,43.87946794033051,42.51393868684769,-0.02978210858000374,bull
2005-10-18,-0.02570804545207182,-0.005516634533112237,-0.013579733618889289,0.0012959228332764666,-0.007096939823542776,-0.010889357584928441,0.0011079139440846285,-0.009650408035396102,0.016647066962839283,0.009013868748960284,0.011509230013626399,0.002308652594483213,0.007715014954632008,0.006632925794210696,0.004929232389431815,0.012527878076081784,-0.01449998690710741,0.08419842339920436,-0.051412425153926966,-0.0042493013222099085,-0.03266129864284706,-0.03529147406850108,-0.00554725196244199,-0.006861870498586553,42.94888472557068,-0.007480582175649334,43.86983431816101,42.518100374937056,-0.03703990324505624,sideways
2005-10-19,0.019342588688491168,-0.01414207941303838,0.021324972828874002,0.0010171560870800252,0.019848449330132082,0.016498478836248383,0.0004430967160346605,0.011220309844083275,0.01719527499595928,0.008671973199653306,0.01220404869118326,0.0020253431743298407,0.008692913957248171,0.007531870370828312,0.0043187141868673545,0.011967167215274866,-0.01509459502596322,0.06922011973783682,-0.03243854334306784,-0.004873437027824279,-0.019772004788216502,-0.02512455300403449,-0.008789541348022123,-0.00032777902415903615,43.326985597610474,0.008764983563809003,43.863998622894286,42.52693856537342,-0.028599573824395152,bull
2005-10-20,-0.041061148000507246,-0.007799012917697535,-0.01875397540316838,-0.0024987804378468147,-0.009352793970063058,-0.01777235858896238,0.0026526124841054605,-0.015991822093790225,0.019142329529392047,0.008187251798025815,0.012760641469542587,0.002062043831878751,0.008906996013634186,0.00839283171647732,0.00441535971735569,0.012332807031672178,-0.06471632658576565,0.0533791050379695,-0.0491147810474718,-0.008171623937297312,-0.020455311865140935,-0.04183153265819062,-0.005073362355193067,-0.025589109476738536,42.8165328502655,-0.01185135529983058,43.847160172462466,42.534735611081125,-0.04011198541340899,sideways
2005-10-21,0.026265371684674438,0.011675828111288618,0.011008736193183589,0.005267732330934507,0.006245291587008461,0.0039013393264490147,0.009230358374313597,0.009520841115456884,0.020348987834529972,0.008611442816657563,0.012941516579070314,0.0024115227329839467,0.009004735243418719,0.008466254853834287,0.0047453709523903025,0.01258379854091187,-0.034418185632335785,0.04656917118773363,-0.04685244800355537,-0.006014475959033483,-0.022318075376036584,-0.04189280338034718,-0.002805300687596324,-0.02918942617173559,43.18458652496338,0.008559328632027994,43.831306443214416,42.54425243556499,-0.03189598844661745,bull
2005-10-24,0.026603183572960407,-0.0027984318839231513,0.02166175354172621,-0.003786107980167568,0.015699939230837418,0.015372483539181735,-0.007796361938591448,0.020150195385009825,0.021274475874965903,0.008517412901391637,0.013851303103962997,0.0024507114575990116,0.009687511371280237,0.00925101788795916,0.004944699411869232,0.013337850491888532,0.0022769961390354254,0.042706173061378916,-0.014087689039149587,-0.014518430338339439,-0.0012753669029925696,-0.021041672881359497,-0.020516302442407985,-0.008594569197690971,43.571024894714355,0.00890872461717828,43.8250855922699,42.55614789605141,-0.02327141640690289,bull
2005-10-25,-0.019885547878270304,0.014339506874232317,-0.00857703755807029,-0.004916341900594214,-0.0038371983730372487,-0.002002577503531097,-0.008635068081010056,-0.004136047639401963,0.02161620308291664,0.008950558271297138,0.013948109810060052,0.002619398352345682,0.009716682989508221,0.009255112799267988,0.005230916615565866,0.013353351580503702,-0.02424601838612661,0.0663947481137217,-0.032840579705753714,-0.01792971934422183,-0.011152195750627647,-0.02899698434318565,-0.026433898783838283,-0.021918119647653778,43.43005156517029,-0.0032407289348428832,43.813405666351315,42.566789231300355,-0.026436728989240987,sideways
2005-10-26,0.0035981445587067867,-0.0027662761718075758,-0.005182166969402908,-0.0029799236453095157,-0.005140696396967011,-0.002927819160430968,-0.007365190234642919,-0.010240631698236215,0.021413625660043,0.008598419849043448,0.013976584475198277,0.0025743149821050716,0.009796599788778828,0.009257657881678415,0.005069342807748436,0.01337222544402973,-0.0034516255663563644,0.053423144980333515,-0.0206845065540322,-0.023417497101023477,0.0,-0.019081429070713973,-0.04028115804495569,-0.03750795118260375,43.246599435806274,-0.004233029337847497,43.80255751132965,42.577116428613664,-0.03055785087768015,sideways
2005-10-27,-0.02401894105359127,0.005312944138745386,-0.021160023564545122,0.0007460141354434354,-0.020302641481698996,-0.010695782524674685,0.0035780107942775157,-0.010875371782400303,0.021289295876774913,0.008560504307216152,0.014323726765851096,0.00260074571337661,0.010290522049755753,0.009243899809728943,0.0051639019582146095,0.012722790648186913,-0.027724485481276928,0.0744705185408101,-0.04000831533298921,-0.020121126869156125,-0.02587120438788182,-0.029437548581766282,-0.030426694341798455,-0.040271586994114816,42.90084791183472,-0.008027013941735085,43.78766932010651,42.5849063283205,-0.038339576524390684,sideways
2005-10-28,0.02594158890379518,0.0008474770609084391,0.013892406790783695,0.0,0.007596850208799488,0.014291758695125917,0.00011156864219351698,0.02971323264643113,0.022418782979463803,0.008317241037886731,0.014705398263360772,0.0025441049615532716,0.010333791267499174,0.009879247449758535,0.00515079365381195,0.014076332964596022,0.01653006069232621,0.07734426757989632,-0.023422924152456392,-0.02286482509137333,-0.013387738875941135,-0.015386535826900971,-0.03745162027119453,-0.004665089865060201,43.31120538711548,0.009519795867956283,43.781999974250795,42.595194204449655,-0.029184765598610496,bull
